Airline,Source,Destination,Duration,Total_Stops,Price,status,Many_Stops,Dep_hour,Arrival_hour,Dep_period,Journey_day,Journey_month,Journey_weekday,Is_weekend,Is_long_flight
Multiple carriers,Delhi,Cochin,7.67,2,18485,economy,0,17,1,Afternoon,1,6,5,1,0
Air India,Kolkata,Banglore,23.08,2,13227,economy,0,9,8,Morning,6,5,0,0,0
IndiGo,Chennai,Kolkata,2.33,0,3597,economy,0,19,21,Night,21,6,4,0,0
IndiGo,Kolkata,Banglore,2.5,0,4804,economy,0,15,17,Afternoon,12,5,6,1,0
IndiGo,Banglore,Delhi,2.75,0,4423,economy,0,6,8,Morning,15,6,5,1,0
Jet Airways,Delhi,Cochin,21.58,1,10262,economy,0,15,12,Afternoon,9,6,6,1,0
SpiceJet,Chennai,Kolkata,2.25,0,3543,economy,0,9,12,Morning,6,5,0,0,0
IndiGo,Kolkata,Banglore,2.67,0,4174,economy,0,21,0,Night,12,4,4,0,0
SpiceJet,Delhi,Cochin,6.25,1,7084,economy,0,16,22,Afternoon,9,3,5,1,0
Air India,Kolkata,Banglore,23.08,2,14960,economy,0,9,8,Morning,15,5,2,0,0
Jet Airways,Kolkata,Banglore,9.83,1,13339,economy,0,6,16,Morning,24,3,6,1,0
Jet Airways,Banglore,Delhi,3.0,0,7229,economy,0,8,11,Morning,12,4,4,0,0
IndiGo,Delhi,Cochin,11.08,1,6818,economy,0,5,16,Early_Morning,18,5,5,1,0
IndiGo,Delhi,Cochin,10.5,1,6316,economy,0,15,1,Afternoon,9,6,6,1,0
Air India,Delhi,Cochin,3.08,0,5201,economy,0,18,21,Night,18,6,1,0,0
IndiGo,Delhi,Cochin,5.08,1,10958,economy,0,23,4,Night,18,5,5,1,0
IndiGo,Chennai,Kolkata,2.42,0,3858,economy,0,11,14,Morning,21,6,4,0,0
Jet Airways,Delhi,Cochin,6.0,1,10262,economy,0,13,19,Afternoon,9,6,6,1,0
Air India,Kolkata,Banglore,4.08,1,8996,economy,0,9,13,Morning,24,5,4,0,0
Jet Airways,Delhi,Cochin,38.58,2,8098,economy,0,5,19,Early_Morning,27,3,2,0,1
SpiceJet,Chennai,Kolkata,2.25,0,3543,economy,0,8,10,Morning,1,5,2,0,0
Multiple carriers,Delhi,Cochin,11.5,1,10529,economy,0,7,19,Morning,24,5,4,0,0
Jet Airways,Delhi,Cochin,16.58,1,7438,economy,0,2,18,Early_Morning,21,3,3,0,0
Jet Airways,Delhi,Cochin,14.42,1,12373,economy,0,14,4,Afternoon,9,5,3,0,0
IndiGo,Banglore,Delhi,2.92,0,4823,economy,0,7,10,Morning,27,5,0,0,0
Jet Airways,Banglore,Delhi,3.0,0,5769,economy,0,8,11,Morning,21,6,4,0,0
Multiple carriers,Delhi,Cochin,6.33,1,9042,economy,0,7,13,Morning,21,3,3,0,0
Air India,Delhi,Cochin,16.08,1,4697,economy,0,17,9,Afternoon,6,4,5,1,0
Jet Airways,Kolkata,Banglore,5.75,1,10844,economy,0,14,19,Afternoon,9,5,3,0,0
Air Asia,Banglore,Delhi,2.83,0,8420,economy,0,4,7,Early_Morning,9,6,6,1,0
Multiple carriers,Delhi,Cochin,9.0,1,7563,economy,0,7,16,Morning,6,3,2,0,0
Air India,Delhi,Cochin,12.75,1,7480,economy,0,20,9,Night,15,5,2,0,0
Jet Airways,Banglore,Delhi,2.92,0,4030,economy,0,11,14,Morning,6,5,0,0,0
Multiple carriers,Delhi,Cochin,15.33,1,6513,economy,0,7,22,Morning,12,6,2,0,0
Jet Airways,Kolkata,Banglore,7.25,1,8355,economy,0,10,17,Morning,9,6,6,1,0
Multiple carriers,Delhi,Cochin,10.42,2,16655,economy,0,15,1,Afternoon,21,5,1,0,0
Jet Airways,Kolkata,Banglore,12.5,1,10844,economy,0,5,18,Early_Morning,18,5,5,1,0
SpiceJet,Kolkata,Banglore,2.5,0,3873,economy,0,17,19,Afternoon,21,6,4,0,0
IndiGo,Kolkata,Banglore,2.5,0,5224,economy,0,15,17,Afternoon,9,6,6,1,0
Jet Airways,Kolkata,Banglore,19.5,1,10844,economy,0,16,12,Afternoon,15,5,2,0,0
IndiGo,Kolkata,Banglore,2.83,0,4778,economy,0,5,8,Early_Morning,3,3,6,1,0
Jet Airways,Delhi,Cochin,22.0,1,16289,economy,0,20,18,Night,9,3,5,1,0
Air India,Delhi,Cochin,2.83,0,5674,economy,0,5,8,Early_Morning,18,3,0,0,0
Air India,Mumbai,Hyderabad,29.92,2,12854,economy,0,6,11,Morning,12,3,1,0,1
Air India,Banglore,Delhi,13.08,1,8425,economy,0,22,11,Night,9,3,5,1,0
Jet Airways,Delhi,Cochin,37.33,2,9328,economy,0,5,18,Early_Morning,21,3,3,0,1
Multiple carriers,Delhi,Cochin,13.25,1,17057,economy,0,2,15,Early_Morning,3,3,6,1,0
Jet Airways,Banglore,Delhi,3.0,0,7229,economy,0,19,22,Night,3,5,4,0,0
IndiGo,Delhi,Cochin,9.5,1,14871,economy,0,11,21,Morning,3,3,6,1,0
Jet Airways,Delhi,Cochin,30.75,2,14300,economy,0,12,19,Afternoon,27,6,3,0,1
Jet Airways,Kolkata,Banglore,12.17,1,8529,economy,0,21,9,Night,12,6,2,0,0
Multiple carriers,Delhi,Cochin,14.08,1,10877,economy,0,4,19,Early_Morning,9,6,6,1,0
IndiGo,Kolkata,Banglore,4.67,1,5386,economy,0,17,22,Afternoon,21,5,1,0,0
Multiple carriers,Delhi,Cochin,8.08,1,11622,economy,0,10,18,Morning,27,3,2,0,0
Multiple carriers,Delhi,Cochin,15.17,1,10197,economy,0,3,19,Early_Morning,27,5,0,0,0
Air Asia,Delhi,Cochin,5.75,1,8028,economy,0,16,22,Afternoon,21,5,1,0,0
IndiGo,Mumbai,Hyderabad,1.5,0,2754,economy,0,12,13,Afternoon,1,6,5,1,0
Air India,Banglore,Delhi,13.17,1,6781,economy,0,8,21,Morning,3,3,6,1,0
SpiceJet,Kolkata,Banglore,2.5,0,3841,economy,0,17,19,Afternoon,21,5,1,0,0
Multiple carriers,Delhi,Cochin,8.92,1,8266,economy,0,10,19,Morning,6,6,3,0,0
IndiGo,Banglore,Delhi,2.92,0,6144,economy,0,7,10,Morning,24,3,6,1,0
Jet Airways,Banglore,Delhi,2.92,0,4544,economy,0,11,14,Morning,24,4,2,0,0
Jet Airways,Delhi,Cochin,7.08,2,14441,economy,0,5,12,Early_Morning,3,6,0,0,0
Air India,Mumbai,Hyderabad,1.33,0,3100,economy,0,21,22,Night,12,6,2,0,0
Jet Airways,Kolkata,Banglore,18.0,1,13067,economy,0,20,14,Night,18,5,5,1,0
Jet Airways,Kolkata,Banglore,28.67,1,8529,economy,0,18,23,Night,12,6,2,0,1
IndiGo,Delhi,Cochin,7.58,1,6442,economy,0,8,16,Morning,15,5,2,0,0
Multiple carriers,Delhi,Cochin,10.67,1,6480,economy,0,10,21,Morning,27,6,3,0,0
Air India,Banglore,Delhi,24.83,1,11003,economy,0,10,11,Morning,3,3,6,1,1
Vistara,Banglore,Delhi,2.83,0,4668,economy,0,21,23,Night,12,6,2,0,0
Jet Airways,Kolkata,Banglore,22.17,1,13941,economy,0,6,4,Morning,9,5,3,0,0
Vistara,Kolkata,Banglore,11.67,1,8820,economy,0,7,18,Morning,12,5,6,1,0
Air India,Delhi,Cochin,5.25,1,9064,economy,0,17,23,Afternoon,9,3,5,1,0
Jet Airways,Kolkata,Banglore,11.42,1,10844,economy,0,8,19,Morning,6,6,3,0,0
Jet Airways,Delhi,Cochin,13.5,2,15129,economy,0,5,19,Early_Morning,18,5,5,1,0
Multiple carriers,Delhi,Cochin,9.0,1,6513,economy,0,7,16,Morning,9,5,3,0,0
Jet Airways,Kolkata,Banglore,6.58,1,14676,economy,0,17,23,Afternoon,9,6,6,1,0
IndiGo,Banglore,Delhi,2.92,0,4823,economy,0,7,10,Morning,18,5,5,1,0
IndiGo,Kolkata,Banglore,2.5,0,4174,economy,0,15,17,Afternoon,12,4,4,0,0
Jet Airways,Delhi,Cochin,12.5,2,19172,economy,0,15,4,Afternoon,9,3,5,1,0
SpiceJet,Banglore,Delhi,2.67,0,4423,economy,0,5,8,Early_Morning,12,4,4,0,0
SpiceJet,Kolkata,Banglore,2.58,0,3873,economy,0,6,9,Morning,12,6,2,0,0
IndiGo,Delhi,Cochin,5.75,1,7189,economy,0,21,3,Night,3,6,0,0,0
Jet Airways,Kolkata,Banglore,22.17,1,13731,economy,0,6,4,Morning,6,6,3,0,0
Jet Airways,Kolkata,Banglore,25.33,1,14151,economy,0,9,10,Morning,12,5,6,1,1
Air India,Chennai,Kolkata,2.25,0,4667,economy,0,11,13,Morning,21,5,1,0,0
Jet Airways,Kolkata,Banglore,22.75,1,11467,economy,0,20,19,Night,1,5,2,0,0
Vistara,Mumbai,Hyderabad,8.0,1,12395,economy,0,8,16,Morning,6,3,2,0,0
Multiple carriers,Delhi,Cochin,7.67,1,7858,economy,0,17,0,Afternoon,21,5,1,0,0
IndiGo,Kolkata,Banglore,2.58,0,4804,economy,0,20,22,Night,24,5,4,0,0
Jet Airways,Kolkata,Banglore,13.33,1,13469,economy,0,20,9,Night,9,6,6,1,0
IndiGo,Delhi,Cochin,3.08,0,7673,economy,0,14,17,Afternoon,6,3,2,0,0
Jet Airways,Kolkata,Banglore,25.0,1,14151,economy,0,17,18,Afternoon,9,6,6,1,1
Jet Airways,Delhi,Cochin,21.58,1,10262,economy,0,15,12,Afternoon,24,6,0,0,0
Jet Airways,Delhi,Cochin,26.92,2,13014,economy,0,9,12,Morning,24,6,0,0,1
Jet Airways,Delhi,Cochin,6.0,1,12373,economy,0,13,19,Afternoon,9,5,3,0,0
Jet Airways,Delhi,Cochin,9.0,1,11399,economy,0,10,19,Morning,18,5,5,1,0
SpiceJet,Banglore,Delhi,2.83,0,3971,economy,0,9,12,Morning,6,5,0,0,0
Multiple carriers,Delhi,Cochin,15.0,1,6007,economy,0,6,21,Morning,27,6,3,0,0
Air India,Banglore,Delhi,12.42,1,6383,economy,0,10,22,Morning,15,3,4,0,0
IndiGo,Banglore,Delhi,2.83,0,5740,economy,0,8,11,Morning,12,5,6,1,0
SpiceJet,Mumbai,Hyderabad,1.5,0,1965,economy,0,13,14,Afternoon,15,6,5,1,0
Multiple carriers,Delhi,Cochin,14.17,2,5935,economy,0,7,21,Morning,21,3,3,0,0
IndiGo,Kolkata,Banglore,2.75,0,4174,economy,0,9,12,Morning,6,4,5,1,0
IndiGo,Delhi,Cochin,8.58,1,7738,economy,0,4,13,Early_Morning,21,3,3,0,0
Air India,Delhi,Cochin,21.25,2,10441,economy,0,22,19,Night,24,5,4,0,0
Air India,Mumbai,Hyderabad,1.33,0,3100,economy,0,21,22,Night,15,3,4,0,0
Jet Airways,Delhi,Cochin,25.5,1,14714,economy,0,17,19,Afternoon,6,6,3,0,1
Vistara,Kolkata,Banglore,25.83,1,9135,economy,0,17,18,Afternoon,9,6,6,1,1
Air India,Kolkata,Banglore,25.67,1,7893,economy,0,16,18,Afternoon,1,4,0,0,1
Jet Airways,Kolkata,Banglore,6.58,1,12121,economy,0,17,23,Afternoon,6,5,0,0,0
Air India,Delhi,Cochin,3.0,0,6094,economy,0,14,17,Afternoon,9,6,6,1,0
IndiGo,Banglore,Delhi,2.83,0,4423,economy,0,10,13,Morning,9,6,6,1,0
Jet Airways,Banglore,Delhi,11.08,1,7832,economy,0,20,7,Night,21,3,3,0,0
Vistara,Banglore,Delhi,2.83,0,5403,economy,0,11,14,Morning,3,4,2,0,0
SpiceJet,Kolkata,Banglore,2.42,0,3841,economy,0,9,11,Morning,1,4,0,0,0
Jet Airways,Delhi,Cochin,17.67,2,11093,economy,0,10,4,Morning,21,3,3,0,0
Jet Airways,Banglore,Delhi,3.0,0,7229,economy,0,19,22,Night,24,4,2,0,0
IndiGo,Banglore,Delhi,3.0,0,4823,economy,0,16,19,Afternoon,27,5,0,0,0
Jet Airways,Kolkata,Banglore,9.58,1,11467,economy,0,9,19,Morning,1,5,2,0,0
IndiGo,Kolkata,Banglore,5.5,1,6111,economy,0,7,12,Morning,1,5,2,0,0
Jet Airways,Kolkata,Banglore,17.92,1,8066,economy,0,17,10,Afternoon,9,5,3,0,0
IndiGo,Delhi,Cochin,16.25,1,7258,economy,0,4,21,Early_Morning,27,3,2,0,0
Air India,Delhi,Cochin,2.83,0,4729,economy,0,5,8,Early_Morning,27,3,2,0,0
Multiple carriers,Delhi,Cochin,9.67,1,15135,economy,0,9,18,Morning,6,3,2,0,0
Air India,Kolkata,Banglore,15.92,2,12718,economy,0,9,1,Morning,24,5,4,0,0
Jet Airways,Mumbai,Hyderabad,1.42,0,5678,economy,0,2,4,Early_Morning,18,6,1,0,0
IndiGo,Delhi,Cochin,5.33,1,5298,economy,0,6,12,Morning,24,6,0,0,0
Jet Airways,Banglore,Delhi,13.08,1,14815,economy,0,11,0,Morning,6,3,2,0,0
SpiceJet,Kolkata,Banglore,2.42,0,4491,economy,0,9,11,Morning,18,5,5,1,0
Multiple carriers,Delhi,Cochin,8.5,1,11421,economy,0,10,18,Morning,27,3,2,0,0
Jet Airways,Banglore,Delhi,23.67,1,12284,economy,0,8,7,Morning,18,3,0,0,0
Jet Airways,Banglore,Delhi,2.75,0,7229,economy,0,6,8,Morning,12,5,6,1,0
IndiGo,Banglore,Delhi,2.92,0,4823,economy,0,7,10,Morning,15,4,0,0,0
Jet Airways,Delhi,Cochin,7.5,1,12898,economy,0,20,4,Night,27,6,3,0,0
Multiple carriers,Delhi,Cochin,13.92,1,13587,economy,0,7,21,Morning,27,6,3,0,0
Jet Airways,Delhi,Cochin,19.42,1,12373,economy,0,9,4,Morning,18,5,5,1,0
Multiple carriers,Delhi,Cochin,15.17,1,5999,economy,0,7,22,Morning,21,3,3,0,0
Air India,Kolkata,Banglore,10.17,2,10907,economy,0,8,18,Morning,18,5,5,1,0
Jet Airways,Kolkata,Banglore,11.5,1,14151,economy,0,9,21,Morning,6,6,3,0,0
IndiGo,Banglore,Delhi,2.83,0,4591,economy,0,23,2,Night,12,5,6,1,0
Jet Airways,Banglore,Delhi,6.25,1,19225,economy,0,14,20,Afternoon,6,3,2,0,0
Jet Airways,Kolkata,Banglore,21.92,1,9663,economy,0,14,12,Afternoon,6,5,0,0,0
Jet Airways,Kolkata,Banglore,11.75,1,10844,economy,0,6,18,Morning,1,5,2,0,0
Multiple carriers,Delhi,Cochin,8.0,1,13727,economy,0,13,21,Afternoon,9,5,3,0,0
Jet Airways,Kolkata,Banglore,11.5,1,14151,economy,0,9,21,Morning,18,5,5,1,0
Jet Airways,Delhi,Cochin,18.33,1,10262,economy,0,18,12,Night,27,6,3,0,0
SpiceJet,Kolkata,Banglore,2.42,0,3873,economy,0,9,11,Morning,12,6,2,0,0
Jet Airways,Delhi,Cochin,8.92,2,13014,economy,0,19,4,Night,24,6,0,0,0
Air India,Kolkata,Banglore,2.5,0,5510,economy,0,14,16,Afternoon,21,6,4,0,0
Jet Airways,Delhi,Cochin,17.67,2,17282,economy,0,10,4,Morning,9,3,5,1,0
Multiple carriers,Delhi,Cochin,11.58,2,6653,economy,0,9,21,Morning,27,3,2,0,0
IndiGo,Delhi,Cochin,5.25,1,12214,economy,0,9,15,Morning,3,3,6,1,0
Air India,Mumbai,Hyderabad,1.5,0,3625,economy,0,13,15,Afternoon,1,5,2,0,0
IndiGo,Banglore,Delhi,3.0,0,6860,economy,0,8,11,Morning,3,3,6,1,0
GoAir,Delhi,Cochin,9.0,1,3876,economy,0,10,19,Morning,24,6,0,0,0
Vistara,Banglore,Delhi,2.75,0,5613,economy,0,19,22,Night,27,4,5,1,0
Air India,Delhi,Cochin,25.75,2,8971,economy,0,5,7,Early_Morning,27,3,2,0,1
Jet Airways,Banglore,Delhi,3.0,0,4030,economy,0,19,22,Night,21,5,1,0,0
IndiGo,Delhi,Cochin,10.58,1,8075,economy,0,15,1,Afternoon,27,3,2,0,0
Multiple carriers,Delhi,Cochin,15.0,1,7005,economy,0,6,21,Morning,15,6,5,1,0
IndiGo,Kolkata,Banglore,2.75,0,4778,economy,0,22,0,Night,6,3,2,0,0
Vistara,Chennai,Kolkata,2.25,0,3687,economy,0,7,9,Morning,9,5,3,0,0
Jet Airways,Delhi,Cochin,16.92,1,10262,economy,0,11,4,Morning,9,6,6,1,0
IndiGo,Delhi,Cochin,14.92,1,6979,economy,0,10,1,Morning,6,5,0,0,0
Multiple carriers,Delhi,Cochin,9.08,1,6717,economy,0,7,16,Morning,21,3,3,0,0
Jet Airways,Banglore,Delhi,14.08,1,16736,economy,0,8,23,Morning,6,3,2,0,0
Air India,Banglore,Delhi,8.0,1,7192,economy,0,11,19,Morning,15,3,4,0,0
IndiGo,Kolkata,Banglore,4.17,1,4226,economy,0,6,10,Morning,15,4,0,0,0
Multiple carriers,Delhi,Cochin,10.5,1,9627,economy,0,8,19,Morning,21,5,1,0,0
Jet Airways,Delhi,Cochin,16.75,1,4757,economy,0,2,19,Early_Morning,3,4,2,0,0
Jet Airways,Kolkata,Banglore,8.5,1,14571,economy,0,14,22,Afternoon,24,5,4,0,0
Air Asia,Kolkata,Banglore,3.67,1,5162,economy,0,6,10,Morning,1,4,0,0,0
Jet Airways,Kolkata,Banglore,23.83,1,10844,economy,0,16,16,Afternoon,18,5,5,1,0
SpiceJet,Kolkata,Banglore,2.5,0,3815,economy,0,9,11,Morning,21,3,3,0,0
Jet Airways,Banglore,Delhi,21.83,1,17261,economy,0,11,9,Morning,6,3,2,0,0
Jet Airways,Banglore,Delhi,10.25,1,16736,economy,0,21,7,Night,6,3,2,0,0
SpiceJet,Kolkata,Banglore,2.42,0,3841,economy,0,9,11,Morning,21,6,4,0,0
Jet Airways,Kolkata,Banglore,6.67,1,10844,economy,0,14,20,Afternoon,24,5,4,0,0
IndiGo,Delhi,Cochin,10.25,1,6838,economy,0,10,21,Morning,21,3,3,0,0
Air India,Kolkata,Banglore,25.25,1,6612,economy,0,12,13,Afternoon,12,5,6,1,1
Air India,Banglore,Delhi,2.83,0,8851,economy,0,13,16,Afternoon,9,3,5,1,0
Vistara,Mumbai,Hyderabad,11.17,1,12395,economy,0,8,19,Morning,6,3,2,0,0
Air Asia,Banglore,Delhi,2.83,0,4282,economy,0,4,7,Early_Morning,24,6,0,0,0
Jet Airways,Kolkata,Banglore,13.33,1,14781,economy,0,20,9,Night,21,5,1,0,0
Multiple carriers,Delhi,Cochin,12.75,1,9646,economy,0,9,22,Morning,12,6,2,0,0
IndiGo,Delhi,Cochin,10.5,1,6628,economy,0,15,1,Afternoon,27,5,0,0,0
Vistara,Banglore,Delhi,2.67,0,4668,economy,0,7,9,Morning,18,6,1,0,0
Multiple carriers,Delhi,Cochin,7.58,1,16863,economy,0,18,1,Night,6,3,2,0,0
Multiple carriers,Delhi,Cochin,12.0,1,12192,economy,0,7,19,Morning,9,6,6,1,0
Jet Airways,Delhi,Cochin,26.17,1,12719,economy,0,2,4,Early_Morning,21,3,3,0,1
Jet Airways,Delhi,Cochin,14.75,1,12898,economy,0,21,12,Night,21,5,1,0,0
Jet Airways,Delhi,Cochin,23.25,1,10262,economy,0,19,19,Night,3,6,0,0,0
SpiceJet,Kolkata,Banglore,5.5,1,7804,economy,0,15,21,Afternoon,24,5,4,0,0
IndiGo,Kolkata,Banglore,2.58,0,4174,economy,0,4,7,Early_Morning,18,4,3,0,0
IndiGo,Mumbai,Hyderabad,1.58,0,2227,economy,0,20,21,Night,27,6,3,0,0
Jet Airways,Banglore,Delhi,10.17,1,11087,economy,0,22,9,Night,18,3,0,0,0
Multiple carriers,Delhi,Cochin,10.83,1,11667,economy,0,8,18,Morning,21,3,3,0,0
Air India,Delhi,Cochin,3.08,0,7931,economy,0,18,21,Night,6,3,2,0,0
IndiGo,Chennai,Kolkata,2.33,0,5277,economy,0,22,0,Night,12,6,2,0,0
Jet Airways,Kolkata,Banglore,11.75,1,13626,economy,0,6,18,Morning,12,6,2,0,0
Jet Airways,Delhi,Cochin,10.17,1,12373,economy,0,18,4,Night,18,5,5,1,0
Jet Airways,Kolkata,Banglore,11.67,1,10031,economy,0,6,18,Morning,24,3,6,1,0
Jet Airways,Kolkata,Banglore,28.25,1,10844,economy,0,16,20,Afternoon,12,5,6,1,1
GoAir,Delhi,Cochin,9.0,1,6591,economy,0,10,19,Morning,9,5,3,0,0
Jet Airways,Delhi,Cochin,24.75,1,5406,economy,0,18,19,Night,1,4,0,0,1
Jet Airways,Kolkata,Banglore,19.17,1,10844,economy,0,21,16,Night,15,5,2,0,0
SpiceJet,Mumbai,Hyderabad,1.5,0,2017,economy,0,22,0,Night,27,5,0,0,0
Jet Airways,Delhi,Cochin,26.58,1,12373,economy,0,10,12,Morning,9,5,3,0,1
Air India,Delhi,Cochin,12.25,1,8669,economy,0,7,19,Morning,6,6,3,0,0
Air Asia,Delhi,Cochin,7.83,1,6151,economy,0,7,15,Morning,27,3,2,0,0
Multiple carriers,Delhi,Cochin,12.75,1,10348,economy,0,9,22,Morning,18,5,5,1,0
Jet Airways,Banglore,Delhi,2.67,0,8016,economy,0,19,22,Night,24,3,6,1,0
IndiGo,Banglore,Delhi,2.83,0,4823,economy,0,8,11,Morning,12,6,2,0,0
Air India,Kolkata,Banglore,2.5,0,5510,economy,0,14,16,Afternoon,21,5,1,0,0
Air India,Mumbai,Hyderabad,1.33,0,3100,economy,0,6,7,Morning,18,3,0,0,0
Jet Airways,Delhi,Cochin,24.75,1,10262,economy,0,18,19,Night,27,6,3,0,1
Jet Airways,Delhi,Cochin,7.5,1,14714,economy,0,11,19,Morning,1,6,5,1,0
Jet Airways,Delhi,Cochin,9.0,1,10262,economy,0,10,19,Morning,15,6,5,1,0
Air India,Banglore,Delhi,2.83,0,6961,economy,0,17,19,Afternoon,18,6,1,0,0
IndiGo,Delhi,Cochin,8.0,1,6206,economy,0,17,1,Afternoon,27,5,0,0,0
Air India,Banglore,Delhi,14.67,2,7904,economy,0,8,22,Morning,15,3,4,0,0
Jet Airways,Delhi,Cochin,17.42,2,12819,economy,0,19,12,Night,27,6,3,0,0
Jet Airways,Delhi,Cochin,14.75,1,10262,economy,0,21,12,Night,15,6,5,1,0
IndiGo,Banglore,Delhi,2.75,0,4591,economy,0,1,4,Early_Morning,21,4,6,1,0
Jet Airways,Delhi,Cochin,26.92,2,10368,economy,0,9,12,Morning,24,6,0,0,1
Multiple carriers,Delhi,Cochin,12.17,1,11142,economy,0,7,19,Morning,9,5,3,0,0
Air India,Delhi,Cochin,2.83,0,4729,economy,0,5,8,Early_Morning,6,4,5,1,0
Multiple carriers,Delhi,Cochin,12.5,1,9424,economy,0,13,1,Afternoon,9,5,3,0,0
Multiple carriers,Delhi,Cochin,6.5,1,15136,economy,0,9,15,Morning,6,3,2,0,0
Air India,Delhi,Cochin,14.42,2,12199,economy,0,17,7,Afternoon,18,5,5,1,0
Jet Airways,Delhi,Cochin,16.92,1,10262,economy,0,11,4,Morning,12,6,2,0,0
IndiGo,Delhi,Cochin,3.25,0,4729,economy,0,14,17,Afternoon,3,4,2,0,0
SpiceJet,Kolkata,Banglore,2.5,0,3841,economy,0,17,19,Afternoon,9,6,6,1,0
Jet Airways,Kolkata,Banglore,14.42,1,14388,economy,0,18,9,Night,18,5,5,1,0
IndiGo,Mumbai,Hyderabad,1.5,0,2754,economy,0,2,4,Early_Morning,27,6,3,0,0
Air India,Banglore,Delhi,25.75,2,12358,economy,0,8,10,Morning,3,3,6,1,1
Air India,Kolkata,Banglore,19.5,2,6117,economy,0,9,4,Morning,15,5,2,0,0
Jet Airways,Delhi,Cochin,22.92,2,15129,economy,0,5,4,Early_Morning,24,5,4,0,0
Jet Airways,Kolkata,Banglore,11.08,1,14388,economy,0,21,8,Night,15,5,2,0,0
Air India,Delhi,Cochin,20.92,1,7480,economy,0,12,9,Afternoon,24,6,0,0,0
Multiple carriers,Delhi,Cochin,6.58,1,10791,economy,0,6,12,Morning,27,6,3,0,0
Jet Airways,Delhi,Cochin,21.33,1,12452,economy,0,7,4,Morning,27,3,2,0,0
IndiGo,Kolkata,Banglore,3.92,1,4226,economy,0,19,23,Night,21,5,1,0,0
Vistara,Banglore,Delhi,2.83,0,5403,economy,0,21,23,Night,15,4,0,0,0
Multiple carriers,Delhi,Cochin,12.75,1,9646,economy,0,9,22,Morning,1,6,5,1,0
Air Asia,Banglore,Delhi,2.83,0,4282,economy,0,4,7,Early_Morning,3,6,0,0,0
Multiple carriers,Delhi,Cochin,6.58,1,7845,economy,0,8,15,Morning,27,3,2,0,0
IndiGo,Chennai,Kolkata,2.33,0,3384,economy,0,19,21,Night,21,3,3,0,0
IndiGo,Banglore,Delhi,2.92,0,4823,economy,0,18,21,Night,6,5,0,0,0
IndiGo,Chennai,Kolkata,2.33,0,3597,economy,0,19,21,Night,15,6,5,1,0
Multiple carriers,Delhi,Cochin,12.0,1,13587,economy,0,9,21,Morning,15,6,5,1,0
Air Asia,Delhi,Cochin,14.42,1,13474,economy,0,16,7,Afternoon,3,3,6,1,0
IndiGo,Chennai,Kolkata,2.25,0,3384,economy,0,13,15,Afternoon,21,3,3,0,0
Jet Airways,Delhi,Cochin,13.5,2,15129,economy,0,5,19,Early_Morning,27,5,0,0,0
Jet Airways,Kolkata,Banglore,25.75,1,8586,economy,0,6,8,Morning,21,5,1,0,1
IndiGo,Banglore,Delhi,2.83,0,4591,economy,0,23,2,Night,9,6,6,1,0
Jet Airways,Delhi,Cochin,24.83,2,13882,economy,0,11,12,Morning,27,6,3,0,1
Multiple carriers,Delhi,Cochin,12.58,1,18286,economy,0,13,1,Afternoon,3,3,6,1,0
Air Asia,Kolkata,Banglore,11.83,1,5192,economy,0,7,19,Morning,15,5,2,0,0
Jet Airways,Delhi,Cochin,26.92,2,11118,economy,0,9,12,Morning,27,6,3,0,1
IndiGo,Delhi,Cochin,8.83,1,14871,economy,0,6,15,Morning,3,3,6,1,0
Air India,Kolkata,Banglore,19.42,2,15107,economy,0,10,5,Morning,24,5,4,0,0
Air India,Delhi,Cochin,12.25,1,8669,economy,0,7,19,Morning,12,6,2,0,0
GoAir,Kolkata,Banglore,7.58,1,5171,economy,0,16,0,Afternoon,1,4,0,0,0
Jet Airways,Kolkata,Banglore,19.5,1,8529,economy,0,16,12,Afternoon,12,6,2,0,0
Jet Airways,Delhi,Cochin,5.33,1,7438,economy,0,23,4,Night,27,3,2,0,0
IndiGo,Delhi,Cochin,8.33,1,6206,economy,0,17,1,Afternoon,9,6,6,1,0
Air India,Banglore,Delhi,2.75,0,7171,economy,0,17,19,Afternoon,9,6,6,1,0
Jet Airways,Kolkata,Banglore,28.83,1,14151,economy,0,9,14,Morning,9,6,6,1,1
Jet Airways,Kolkata,Banglore,13.33,1,14939,economy,0,18,8,Night,9,6,6,1,0
Jet Airways,Banglore,Delhi,23.75,1,25735,economy,0,11,11,Morning,1,3,4,0,0
Jet Airways,Delhi,Cochin,19.0,2,13882,economy,0,9,4,Morning,12,6,2,0,0
Vistara,Kolkata,Banglore,22.5,1,9555,economy,0,20,18,Night,18,5,5,1,0
IndiGo,Kolkata,Banglore,2.58,0,4804,economy,0,20,22,Night,27,4,5,1,0
Vistara,Chennai,Kolkata,2.25,0,6627,economy,0,7,9,Morning,15,3,4,0,0
Jet Airways,Kolkata,Banglore,5.5,1,8586,economy,0,6,12,Morning,12,5,6,1,0
IndiGo,Kolkata,Banglore,2.58,0,4804,economy,0,22,0,Night,9,5,3,0,0
Air India,Banglore,Delhi,39.08,2,17135,economy,0,8,23,Morning,1,3,4,0,1
Jet Airways,Delhi,Cochin,9.0,1,15554,economy,0,10,19,Morning,9,5,3,0,0
IndiGo,Delhi,Cochin,12.5,1,6838,economy,0,8,21,Morning,27,5,0,0,0
